timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1733240884897,3,[Put] HTTP Request,200,,[Full Test] Thread Group 4-46,text,true,,237,244,1,1,http://localhost:8080/users/1,3,0,0
1733240885086,5,[Get] HTTP Request,200,,[Full Test] Thread Group 4-47,text,true,,5385,121,1,1,http://localhost:8080/users,5,0,1
1733240885091,3,[Post] HTTP Request,200,,[Full Test] Thread Group 4-47,text,true,,228,233,1,1,http://localhost:8080/users,3,0,0
1733240885094,5,[Put] HTTP Request,200,,[Full Test] Thread Group 4-47,text,true,,237,244,1,1,http://localhost:8080/users/1,4,0,0
1733240885285,6,[Get] HTTP Request,200,,[Full Test] Thread Group 4-48,text,true,,5441,121,1,2,http://localhost:8080/users,6,0,1
1733240885291,5,[Post] HTTP Request,200,,[Full Test] Thread Group 4-48,text,true,,228,233,1,1,http://localhost:8080/users,5,0,0
1733240885296,6,[Put] HTTP Request,200,,[Full Test] Thread Group 4-48,text,true,,237,244,1,1,http://localhost:8080/users/1,5,0,0
1733240885454,5,[Get] HTTP Request,200,,[Full Test] Thread Group 4-49,text,true,,5553,121,1,2,http://localhost:8080/users,5,0,0
1733240885459,5,[Post] HTTP Request,200,,[Full Test] Thread Group 4-49,text,true,,228,233,1,1,http://localhost:8080/users,4,0,0
1733240885464,4,[Put] HTTP Request,200,,[Full Test] Thread Group 4-49,text,true,,237,244,1,1,http://localhost:8080/users/1,4,0,0
1733240885686,4,[Get] HTTP Request,200,,[Full Test] Thread Group 4-50,text,true,,5721,121,1,1,http://localhost:8080/users,4,0,1
1733240885691,3,[Post] HTTP Request,200,,[Full Test] Thread Group 4-50,text,true,,229,233,1,1,http://localhost:8080/users,3,0,0
1733240885694,4,[Put] HTTP Request,200,,[Full Test] Thread Group 4-50,text,true,,237,244,1,1,http://localhost:8080/users/1,3,0,0
